created_at,id,full_text,cleaned_text,entities,retweet_count,favorite_count,CountyId,user_name,user_followers_count,user_friends_count,user_listed_count,favourites_count,user_location,geo
2020-04-01 21:27:07+00:00,1245462724282159104,"Hoy a las 7PM los invitó a prender velas, faroles, linternas, afuera de sus casas en honor al personal #MÉDICO mundial que están al frente de esta batalla #coronavirus ENVIEMOS #LUZ y que sea muchaaaaa para nuestros… https://t.co/CapjQeeQHI","hoy las pm los invitó prender velas faroles linternas afuera de sus casas en honor al personal médico mundial que están al frente de esta batalla enviemos luz que sea muchaaaaa para nuestros…
","{'hashtags': [{'text': 'MÉDICO', 'indices': [103, 110]}, {'text': 'coronavirus', 'indices': [155, 167]}, {'text': 'LUZ', 'indices': [177, 181]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/CapjQeeQHI', 'expanded_url': 'https://www.instagram.com/p/B-dAu61nRud/?igshid=153ekjnkmmj17', 'display_url': 'instagram.com/p/B-dAu61nRud/…', 'indices': [217, 240]}]}",22,148,35007,Lili Estefan,1041077,1103,2200,11916,"Miami, Florida","[-80.192, 25.7752]"
2020-04-01 21:49:49+00:00,1245468437259997192,Spending some time on some trails I haven’t run on in way too long! Thanks Chris for the company and making sure I don’t hurt myself again (this happens sometimes 🤣) #socialdistancing #trailrunning #runner #orangemud… https://t.co/wehFed8OHo,"spending time trails ’ run way long thanks chris company making sure ’ hu happens sometimes 🤣 socialdistancing trailrunning runner orangemud…
","{'hashtags': [{'text': 'socialdistancing', 'indices': [166, 183]}, {'text': 'trailrunning', 'indices': [184, 197]}, {'text': 'runner', 'indices': [198, 205]}, {'text': 'orangemud', 'indices': [206, 216]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wehFed8OHo', 'expanded_url': 'https://www.instagram.com/p/B-dDVPEnZIJ/?igshid=4vb4xbxetqas', 'display_url': 'instagram.com/p/B-dDVPEnZIJ/…', 'indices': [218, 241]}]}",0,0,55059,Lisa Marie,1174,1064,39,10364,"Pleasant Prairie, WI","[-88.47370239, 42.91897771]"
2020-04-06 19:11:53+00:00,1247240631191105537,"Here's a feel good moment for Good Mood Monday. Tech teacher, Mrs. Walsh went the distance to help a student in need, in the age of social distancing. She drove to the student's house with gloves and a mask, and… https://t.co/wzzL8U1Vx5","heres feel good moment good mood monday tech teacher mrs walsh went distance help student need age social distancing drove students house gloves mask and…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wzzL8U1Vx5', 'expanded_url': 'https://www.instagram.com/p/B-ppO4IFqWI/?igshid=1u99zeg0ntunc', 'display_url': 'instagram.com/p/B-ppO4IFqWI/…', 'indices': [213, 236]}]}",0,0,6083,marymountofsantabarbara,157,283,9,165,"Santa Barbara, CA","[-119.70849178, 34.44189745]"
2020-04-06 19:15:27+00:00,1247241528621367297,"I could focus on life’s imperfections and give up.  Or, I could accept that there is beauty in imperfection and fight like hell to survive.  #lifeinthetimeofcorona #pandemic #wereallinthistogether #socialdistancing… https://t.co/KbVfglYcLu","could focus life ’ imperfections give could accept beauty imperfection fight like hell survive lifeinthetimeof pandemic wereallinthistogether socialdistancing…
","{'hashtags': [{'text': 'lifeinthetimeofcorona', 'indices': [141, 163]}, {'text': 'pandemic', 'indices': [164, 173]}, {'text': 'wereallinthistogether', 'indices': [174, 196]}, {'text': 'socialdistancing', 'indices': [197, 214]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/KbVfglYcLu', 'expanded_url': 'https://www.instagram.com/p/B-pppBwgjDY/?igshid=eqtczu03jfjt', 'display_url': 'instagram.com/p/B-pppBwgjDY/…', 'indices': [216, 239]}]}",0,0,6081,Rhea,23,60,10,74,"San Francisco, CA","[-122.419, 37.7793]"
2020-04-06 19:16:08+00:00,1247241700432588800,Guilty of reminiscing... 🙋🏾‍♀️🙋🏾🤷🏾‍♀️ #browndowntownnapa #urbanwineoasis #itsanapavalleything #lastmonth #thesewerethegoodtimes #ournewstateofmind #hunkerdown #stayhome #staywell #staytuned #winehelps… https://t.co/DZqJJLqrVG,"guilty reminiscing 🙋🏾‍♀️🙋🏾🤷🏾‍♀️ browndowntownnapa urbanwineoasis itsanapavalleything lastmonth thesewerethegoodtimes ournewstateofmind hunkerdown stayhome staywell staytuned winehelps…
","{'hashtags': [{'text': 'browndowntownnapa', 'indices': [38, 56]}, {'text': 'urbanwineoasis', 'indices': [57, 72]}, {'text': 'itsanapavalleything', 'indices': [73, 93]}, {'text': 'lastmonth', 'indices': [94, 104]}, {'text': 'thesewerethegoodtimes', 'indices': [105, 127]}, {'text': 'ournewstateofmind', 'indices': [128, 146]}, {'text': 'hunkerdown', 'indices': [147, 158]}, {'text': 'stayhome', 'indices': [159, 168]}, {'text': 'staywell', 'indices': [169, 178]}, {'text': 'staytuned', 'indices': [179, 189]}, {'text': 'winehelps', 'indices': [190, 200]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DZqJJLqrVG', 'expanded_url': 'https://www.instagram.com/p/B-ppuCGnylo/?igshid=1fcluvzq174c3', 'display_url': 'instagram.com/p/B-ppuCGnylo/…', 'indices': [202, 225]}]}",0,1,6055,Brown Estate 🍇🍷,7346,1379,303,970,Saint Helena CA,"[-122.28714, 38.29854]"
2020-04-06 19:16:50+00:00,1247241876912001024,"In the end it’s not the years in your life that counts. It’s the life in your years.     

After this pandemic is done with I could take you on a ride @ Donnelly, Idaho https://t.co/8Za7FAb2rP","end ’ years life counts ’ life years pandemic done could take ride donnelly idaho
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8Za7FAb2rP', 'expanded_url': 'https://www.instagram.com/p/B-ppzHzD8sR/?igshid=1uohmgalbayr1', 'display_url': 'instagram.com/p/B-ppzHzD8sR/…', 'indices': [169, 192]}]}",0,3,48157,Luis Gonzalez,183,731,0,5731,"Houston, TX","[-116.077, 44.7302]"
2020-04-06 19:35:30+00:00,1247246574721347585,"Thursday at noon. Playin some tunes. Live on the ‘gram. Should I bother with pants? #stayhome #casualthursday. #thenewtouring @ Mount Juliet, Tennessee https://t.co/q3J95lYwFl","thursday noon playin tunes live ‘ gram bother pants stayhome casualthursday thenewtouring mount juliet tennessee
","{'hashtags': [{'text': 'stayhome', 'indices': [84, 93]}, {'text': 'casualthursday', 'indices': [94, 109]}, {'text': 'thenewtouring', 'indices': [111, 125]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/q3J95lYwFl', 'expanded_url': 'https://www.instagram.com/p/B-pr74Hg-CD/?igshid=2mckd9jsq0ix', 'display_url': 'instagram.com/p/B-pr74Hg-CD/…', 'indices': [152, 175]}]}",1,5,47189,Ernie Halter,429342,97915,1874,434,"Mount Juliet, TN","[-86.5184, 36.2]"
2020-04-06 19:35:42+00:00,1247246624520167425,"run. errands. life. the new normal. 
•
•
•
•
•
#HeartbreakersRun #runCHI #InTheTimeOfCorona #COVID19 #TheNewNormal #Instarunners #RunnersOfIG #Runstagram #WeRunSocial #Run #RunStreak #NikeRunning #Buff #Goodr… https://t.co/27I0kkRaBF","run errands life new normal • • • • • heabreakersrun runchi inthetimeof thenewnormal instarunners runnersofig runstagram werunsocial run runstreak nikerunning buff goodr…
","{'hashtags': [{'text': 'HeartbreakersRun', 'indices': [47, 64]}, {'text': 'runCHI', 'indices': [65, 72]}, {'text': 'InTheTimeOfCorona', 'indices': [73, 91]}, {'text': 'COVID19', 'indices': [92, 100]}, {'text': 'TheNewNormal', 'indices': [101, 114]}, {'text': 'Instarunners', 'indices': [115, 128]}, {'text': 'RunnersOfIG', 'indices': [129, 141]}, {'text': 'Runstagram', 'indices': [142, 153]}, {'text': 'WeRunSocial', 'indices': [154, 166]}, {'text': 'Run', 'indices': [167, 171]}, {'text': 'RunStreak', 'indices': [172, 182]}, {'text': 'NikeRunning', 'indices': [183, 195]}, {'text': 'Buff', 'indices': [196, 201]}, {'text': 'Goodr', 'indices': [202, 208]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/27I0kkRaBF', 'expanded_url': 'https://www.instagram.com/p/B-pr9R5BnZ1/?igshid=emfh66cei7xx', 'display_url': 'instagram.com/p/B-pr9R5BnZ1/…', 'indices': [210, 233]}]}",0,0,17031,Jake Spitz,402,1237,13,442,"Chicago, IL","[-87.632496, 41.883222]"
2020-04-06 19:36:21+00:00,1247246788467273732,"Wendy Williams calls out Nene Leakes‼️🤦🏾‍♂️😳
•
•
#wendywilliams #neneleakes #corona #coronaextra #youngjeezy #jeezy #jeanniemai #thereal #video #vlog #vloger #vlogger #vlogging #vlogginglife #explore #explorepage… https://t.co/7pN9Z5Uvnd","wendy williams calls nene leakes‼️🤦🏾‍♂️😳 • • wendywilliams neneleakes extra youngjeezy jeezy jeanniemai thereal video vlog vloger vlogger vlogging vlogginglife explore explorepage…
","{'hashtags': [{'text': 'wendywilliams', 'indices': [49, 63]}, {'text': 'neneleakes', 'indices': [64, 75]}, {'text': 'corona', 'indices': [76, 83]}, {'text': 'coronaextra', 'indices': [84, 96]}, {'text': 'youngjeezy', 'indices': [97, 108]}, {'text': 'jeezy', 'indices': [109, 115]}, {'text': 'jeanniemai', 'indices': [116, 127]}, {'text': 'thereal', 'indices': [128, 136]}, {'text': 'video', 'indices': [137, 143]}, {'text': 'vlog', 'indices': [144, 149]}, {'text': 'vloger', 'indices': [150, 157]}, {'text': 'vlogger', 'indices': [158, 166]}, {'text': 'vlogging', 'indices': [167, 176]}, {'text': 'vlogginglife', 'indices': [177, 190]}, {'text': 'explore', 'indices': [191, 199]}, {'text': 'explorepage', 'indices': [200, 212]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7pN9Z5Uvnd', 'expanded_url': 'https://www.instagram.com/p/B-pfuY6Ff5E/?igshid=p9fyurthomla', 'display_url': 'instagram.com/p/B-pfuY6Ff5E/…', 'indices': [214, 237]}]}",0,1,17011,Chal Banz,320,277,4,37856,"Ohio, USA","[-83.5401, 41.6503]"
2020-04-06 19:36:32+00:00,1247246833874644996,#Lifestyle #Relationships #Weddings Minimalist proposals and weddings spread joy in coronavirus pandemic https://t.co/h0vWUUG7Kx https://t.co/Vhp4f2zjqs,"lifestyle relationships weddings minimalist proposals weddings spread joy pandemic
","{'hashtags': [{'text': 'Lifestyle', 'indices': [0, 10]}, {'text': 'Relationships', 'indices': [11, 25]}, {'text': 'Weddings', 'indices': [26, 35]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/h0vWUUG7Kx', 'expanded_url': 'http://dlvr.it/RTHbN0', 'display_url': 'dlvr.it/RTHbN0', 'indices': [105, 128]}], 'media': [{'id': 1247246831316156416, 'id_str': '1247246831316156416', 'indices': [129, 152], 'media_url': 'http://pbs.twimg.com/media/EU8cYofUwAA89TG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EU8cYofUwAA89TG.jpg', 'url': 'https://t.co/Vhp4f2zjqs', 'display_url': 'pic.twitter.com/Vhp4f2zjqs', 'expanded_url': 'https://twitter.com/Principal_IT/status/1247246833874644996/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 357, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 630, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 630, 'resize': 'fit'}}}]}",0,0,12011,Principal-IT,625,1605,3,13,"Miramar, FL","[-80.28091469, 25.97734614]"
2020-04-06 19:36:47+00:00,1247246897531760640,"Stuck indoors because of the #coronavirus pandemic? Us too! But don't fear, we're working from home, and working diligently to post more and more wonderful #antique #decorative #rugs and #carpets , #vintage #pillows… https://t.co/SteEY00jVU","stuck indoors pandemic us dont fear working home working diligently post wonderful antique decorative rugs carpets vintage pillows…
","{'hashtags': [{'text': 'coronavirus', 'indices': [29, 41]}, {'text': 'antique', 'indices': [156, 164]}, {'text': 'decorative', 'indices': [165, 176]}, {'text': 'rugs', 'indices': [177, 182]}, {'text': 'carpets', 'indices': [187, 195]}, {'text': 'vintage', 'indices': [198, 206]}, {'text': 'pillows', 'indices': [207, 215]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SteEY00jVU', 'expanded_url': 'https://www.instagram.com/p/B-psFPAnwCO/?igshid=1q3vrpk8oc2sz', 'display_url': 'instagram.com/p/B-psFPAnwCO/…', 'indices': [217, 240]}]}",0,0,36061,PGNY AntiqueTapestry,1432,2085,89,387,"New York, NY","[-73.98349, 40.7454]"
2020-04-06 19:40:00+00:00,1247247706596061192,"Everyday since New York has been under the ""Stay at Home"" order, I check out earthcam and their Times Square cameras to see how empty the streets are daily compared to how busy they… https://t.co/5pcQzwMrXX","everyday since new york stay home order check eahcam times square cameras see empty streets daily compared busy they…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5pcQzwMrXX', 'expanded_url': 'https://www.instagram.com/p/B-psczYDdGL8Lt1G9jLeI-INy_wguO2gHnLgxA0/?igshid=1qr2miod6r99r', 'display_url': 'instagram.com/p/B-psczYDdGL8…', 'indices': [183, 206]}]}",0,0,17031,Cassandra Klebs,631,1101,15,5,"Chicago, IL","[-73.98644, 40.75839]"
2020-04-06 19:57:13+00:00,1247252039349833728,"The Meatball Shop has been feeding our #healthcareheroes since March 20th as often as we can.

Since the pandemic started, these heroes have been working tirelessly to save lives and have shown New Yorkers the best… https://t.co/qjwNqE8jNZ","meatball shop feeding healthcareheroes since march th often since pandemic staed heroes working tirelessly save lives shown new yorkers best…
","{'hashtags': [{'text': 'healthcareheroes', 'indices': [39, 56]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qjwNqE8jNZ', 'expanded_url': 'https://www.instagram.com/p/B-pua7OFt5C/?igshid=dsf1xt49rjef', 'display_url': 'instagram.com/p/B-pua7OFt5C/…', 'indices': [216, 239]}]}",0,0,36061,The Meatball Shop,12920,1136,370,10930,New York City,"[-74.0064, 40.7142]"
2020-04-06 13:53:46+00:00,1247160574540017664,Time for a grocery store run! #safetyfirst #coronavirus #flow @ Lake Minnetonka https://t.co/dbfzUyPQ1F,"time grocery store run safetyfirst flow lake minnetonka
","{'hashtags': [{'text': 'safetyfirst', 'indices': [30, 42]}, {'text': 'coronavirus', 'indices': [43, 55]}, {'text': 'flow', 'indices': [56, 61]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dbfzUyPQ1F', 'expanded_url': 'https://www.instagram.com/p/B-pE01nj9Lw/?igshid=sw1xflyfl89r', 'display_url': 'instagram.com/p/B-pE01nj9Lw/…', 'indices': [80, 103]}]}",0,0,27053,Chad McShane,339,733,11,157,"Wayzata, MN","[-93.56781006, 44.93595972]"
2020-04-06 13:56:24+00:00,1247161236967620608,Happy any day of the seven days 🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴 #balance#stayhome#quedeseencasa #stayhealthy#eathealthy #200pushupschallengeSaturday commonschelsea 🇩🇴 @ninthstreetesp traderjoes… https://t.co/U1Iys8uB92,"happy day seven days 🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴 balancestayhomequedeseencasa stayhealthyeathealthy pushupschallengesaturday commonschelsea 🇩🇴 ninthstreetesp traderjoes…
","{'hashtags': [{'text': '200pushupschallengeSaturday', 'indices': [103, 131]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/U1Iys8uB92', 'expanded_url': 'https://www.instagram.com/p/B-pFA1AD44P_DZdAk5kvvz95gFkK1arI_kNgdc0/?igshid=tn4nt0dszb6r', 'display_url': 'instagram.com/p/B-pFA1AD44P_…', 'indices': [178, 201]}]}",0,0,36027,CHECO7X,78,89,1,6,"Chelsea, NYC","[-74.002222, 40.745278]"
2020-04-06 13:10:27+00:00,1247149673200132097,"Who did this 😂😂#coronavirus @ Orlando, Florida https://t.co/AKVFNXpO66","😂😂 orlando florida
","{'hashtags': [{'text': 'coronavirus', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AKVFNXpO66', 'expanded_url': 'https://www.instagram.com/p/B-o_2nYpkENgUs27e8yFRPNLDBXgvTNyKPKatg0/?igshid=1w21yll10rf94', 'display_url': 'instagram.com/p/B-o_2nYpkENg…', 'indices': [47, 70]}]}",0,0,39069,Gregg Lall @purefitness_gym_1,27,159,0,266,"Florida, USA","[-81.3775, 28.5421]"
2020-04-06 13:29:36+00:00,1247154492513980421,"Mango 🥭. Pomelo 🍊. Sago tapioca. Vanilla ice cream 🍨. Cold desserts, fruit 🍉 drinks 🍹, boba tea 🍵. Dining out alone and social distancing before it became popular. #fruit #dessert #sweet @ Wali dessert https://t.co/iz8NWy4KaB","mango 🥭 pomelo 🍊 sago tapioca vanilla ice cream 🍨 cold desses fruit 🍉 drinks 🍹 boba tea 🍵 dining alone social distancing became popular fruit desse sweet wali desse
","{'hashtags': [{'text': 'fruit', 'indices': [164, 170]}, {'text': 'dessert', 'indices': [171, 179]}, {'text': 'sweet', 'indices': [180, 186]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iz8NWy4KaB', 'expanded_url': 'https://www.instagram.com/p/B-pCD17DvJc/?igshid=17pmotkqoeh95', 'display_url': 'instagram.com/p/B-pCD17DvJc/…', 'indices': [202, 225]}]}",0,0,39049,jasonjsiu,89,86,3,899,"Columbus, OH","[-83.05814, 40.06404]"
2020-04-06 13:30:40+00:00,1247154761624928256,"Ember doing a good job sheltering in place! Hope everyone else is. Stay safe! @ Bethlehem, Georgia https://t.co/ayulC4Q0Ui","ember good job sheltering place hope everyone else stay safe bethlehem georgia
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ayulC4Q0Ui', 'expanded_url': 'https://www.instagram.com/p/B-pCLx4J2S0JrIlypP3WaqtI7pYaCjYkpJ5Fbc0/?igshid=1d76r2ezcu80t', 'display_url': 'instagram.com/p/B-pCLx4J2S0J…', 'indices': [99, 122]}]}",0,0,36101,Shawn Maloney,40,176,4,1085,"Atlanta, Ga.","[-83.7105, 33.9365]"
2020-04-06 13:31:51+00:00,1247155058665328642,My small redbud tree is the straight native species. It flowers right on the branches and trunk like an outbreak of goosebumps of excitement over #spring’s arrival. #gardendc #dmv #redbudtree #trees #treesmatter… https://t.co/iZ4RNPAqKF,"small redbud tree straight native species flowers right branches trunk like outbreak goosebumps excitement spring ’ arrival gardendc dmv redbudtree trees treesmatter…
","{'hashtags': [{'text': 'spring', 'indices': [146, 153]}, {'text': 'gardendc', 'indices': [165, 174]}, {'text': 'dmv', 'indices': [175, 179]}, {'text': 'redbudtree', 'indices': [180, 191]}, {'text': 'trees', 'indices': [192, 198]}, {'text': 'treesmatter', 'indices': [199, 211]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iZ4RNPAqKF', 'expanded_url': 'https://www.instagram.com/p/B-pCUSeg0wl/?igshid=1g7rwva5jz19x', 'display_url': 'instagram.com/p/B-pCUSeg0wl/…', 'indices': [213, 236]}]}",0,9,11001,Washington Gardener,12483,12081,556,37370,"Washington, DC","[-77.0266, 38.9916]"
2020-04-06 13:32:49+00:00,1247155301951983617,"Pandemic Support~

Tips on coping and meditation for gaining an internal peace~

#podcast #healing #meditation #support #resources #omagazine #omaginsiders #unlimitedrealitieswithlisazimmer #intuitivecoachlisazimmer… https://t.co/9H8PNc8OtK","pandemic suppo tips coping meditation gaining internal peace podcast healing meditation suppo resources omagazine omaginsiders unlimitedrealitieswithlisazimmer intuitivecoachlisazimmer…
","{'hashtags': [{'text': 'podcast', 'indices': [81, 89]}, {'text': 'healing', 'indices': [90, 98]}, {'text': 'meditation', 'indices': [99, 110]}, {'text': 'support', 'indices': [111, 119]}, {'text': 'resources', 'indices': [120, 130]}, {'text': 'omagazine', 'indices': [131, 141]}, {'text': 'omaginsiders', 'indices': [142, 155]}, {'text': 'unlimitedrealitieswithlisazimmer', 'indices': [156, 189]}, {'text': 'intuitivecoachlisazimmer', 'indices': [190, 215]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9H8PNc8OtK', 'expanded_url': 'https://www.instagram.com/p/B-pCbgwlvqI/?igshid=1n3t9lxfn8te8', 'display_url': 'instagram.com/p/B-pCbgwlvqI/…', 'indices': [217, 240]}]}",0,0,12061,Lisa M. Zimmer,1736,2391,29,874,"Vero Beach ,FL","[-82.352, 26.963]"
2020-04-06 13:53:31+00:00,1247160511583719424,"Monday morning rush hour ride! Looking beautiful New York! Keep fighting! #covid19 @ New York, New York https://t.co/JcTWEBOTfd","monday morning rush hour ride looking beautiful new york keep fighting new york new york
","{'hashtags': [{'text': 'covid19', 'indices': [74, 82]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JcTWEBOTfd', 'expanded_url': 'https://www.instagram.com/p/B-pEzE5ARKSYrGmSBbeW1BBuvBPn5S9vTRQrhc0/?igshid=15efffq5eviq4', 'display_url': 'instagram.com/p/B-pEzE5ARKSY…', 'indices': [104, 127]}]}",0,0,39097,ED SINGLETON,199,71,16,12,London,"[-74.0064, 40.7142]"
2020-04-07 20:58:04+00:00,1247629740799918080,"Home is where the..uhm, everything is now! ⁣
⁣
Our BarrelHouse delivery crew is stoked to keep the good times going, no matter what you're in the mood for today.⁣
⁣
Stay on the lighter side with our Gluten Reduced… https://t.co/3hhphsrPIc","home theuhm everything ⁣ ⁣ barrelhouse delivery crew stoked keep good times going matter youre mood today⁣ ⁣ stay lighter side gluten reduced…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3hhphsrPIc', 'expanded_url': 'https://www.instagram.com/p/B-saLe3jL5_/?igshid=1qget1g7e6bsf', 'display_url': 'instagram.com/p/B-saLe3jL5_/…', 'indices': [215, 238]}]}",1,1,6079,BarrelHouse Brewing,2090,514,45,2592,"Paso Robles, Ca","[-120.69094, 35.57593]"
2020-04-07 20:59:12+00:00,1247630026247254018,"Nadie dijo que sería fácil, cuidándonos mucho pero trabajando en la cobertura de reparto de comida en #pandemia del #covid19 con @SuarezRebecca en @houstonisd houstontxisd @ Houston, Texas https://t.co/sTNHema1X7","nadie dijo que sería fácil cuidándonos mucho pero trabajando en la cobeura de repao de comida en pandemia del con suarezrebecca en houstonisd houstontxisd houston texas
","{'hashtags': [{'text': 'pandemia', 'indices': [102, 111]}, {'text': 'covid19', 'indices': [116, 124]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SuarezRebecca', 'name': 'Rebecca Suárez', 'id': 577730502, 'id_str': '577730502', 'indices': [129, 143]}, {'screen_name': 'HoustonISD', 'name': 'Houston ISD', 'id': 36192085, 'id_str': '36192085', 'indices': [147, 158]}], 'urls': [{'url': 'https://t.co/sTNHema1X7', 'expanded_url': 'https://www.instagram.com/p/B-saTzEga1D/?igshid=1o6gitci247lr', 'display_url': 'instagram.com/p/B-saTzEga1D/…', 'indices': [189, 212]}]}",0,0,48157,Enrique González,2018,1828,36,1012,Houston ,"[-95.3694, 29.7602]"
2020-04-07 20:14:01+00:00,1247618655560458240,"This really lifted my ""COVID mood"" this morning ♥️
.
.
#progress #innovation #simplicity #functionalneurology #functionalmedicine #naturopathicmedicine #naturopathicdoctor #NDhealth #licensedND #healthyonpurpose @… https://t.co/AgWXU48pvu","really lifted mood morning ♥️ progress innovation simplicity functionalneurology functionalmedicine naturopathicmedicine naturopathicdoctor ndhealth licensednd healthyonpurpose …
","{'hashtags': [{'text': 'progress', 'indices': [55, 64]}, {'text': 'innovation', 'indices': [65, 76]}, {'text': 'simplicity', 'indices': [77, 88]}, {'text': 'functionalneurology', 'indices': [89, 109]}, {'text': 'functionalmedicine', 'indices': [110, 129]}, {'text': 'naturopathicmedicine', 'indices': [130, 151]}, {'text': 'naturopathicdoctor', 'indices': [152, 171]}, {'text': 'NDhealth', 'indices': [172, 181]}, {'text': 'licensedND', 'indices': [182, 193]}, {'text': 'healthyonpurpose', 'indices': [194, 211]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AgWXU48pvu', 'expanded_url': 'https://www.instagram.com/p/B-sVIpngVhp/?igshid=1hf3g7cudohyd', 'display_url': 'instagram.com/p/B-sVIpngVhp/…', 'indices': [215, 238]}]}",2,2,4013,"Mark Heisig, ND",54,191,0,391,"Scottsdale, AZ","[-111.86866, 33.63971]"
2020-04-07 20:35:56+00:00,1247624170520920067,"My employer gave out emergency kits last year when Hurricane Dorian was near Florida. I've been googling no-sew face masks all this time not knowing the emergency kit already included an N95 mask. @ Plant City, Florida https://t.co/4EWoIFaPIT","employer gave emergency kits last year hurricane dorian near florida ive googling nosew face masks time knowing emergency kit already included n mask plant city florida
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4EWoIFaPIT', 'expanded_url': 'https://www.instagram.com/p/B-sXpT0pjAa/?igshid=5qiksus29rv9', 'display_url': 'instagram.com/p/B-sXpT0pjAa/…', 'indices': [219, 242]}]}",0,0,12057,Steven Buehler / alive_awakened,23,150,0,60,"Plant City, FL","[-82.1256, 28.0162]"
2020-04-07 20:36:28+00:00,1247624305317498882,"Thank you so much to my friend Donna for making these wonderful #masks for my #family 💙 
.
.
#pandemic #coronavirus #covid_19 #socialdistancing #quarantine #life #reallife #instalife #instaworld #safetyfirst… https://t.co/znxMWmC1Xt","thank much friend donna making wonderful masks family 💙 pandemic socialdistancing quarantine life reallife instalife instaworld safetyfirst…
","{'hashtags': [{'text': 'masks', 'indices': [64, 70]}, {'text': 'family', 'indices': [78, 85]}, {'text': 'pandemic', 'indices': [93, 102]}, {'text': 'coronavirus', 'indices': [103, 115]}, {'text': 'covid_19', 'indices': [116, 125]}, {'text': 'socialdistancing', 'indices': [126, 143]}, {'text': 'quarantine', 'indices': [144, 155]}, {'text': 'life', 'indices': [156, 161]}, {'text': 'reallife', 'indices': [162, 171]}, {'text': 'instalife', 'indices': [172, 182]}, {'text': 'instaworld', 'indices': [183, 194]}, {'text': 'safetyfirst', 'indices': [195, 207]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/znxMWmC1Xt', 'expanded_url': 'https://www.instagram.com/p/B-sXtUugJIh/?igshid=2zjkt0en5z51', 'display_url': 'instagram.com/p/B-sXtUugJIh/…', 'indices': [209, 232]}]}",0,0,39011,Anita Oswald,29,139,0,294,"New Hampshire, USA","[-71.5, 44.0]"
2020-04-07 20:36:30+00:00,1247624313043333122,"STAY HOME. @ Graniteville, Staten Island https://t.co/41lah4GwYD","stay home graniteville staten island
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/41lah4GwYD', 'expanded_url': 'https://www.instagram.com/p/B-sXtlEjyRo/?igshid=1w56mgeabewxx', 'display_url': 'instagram.com/p/B-sXtlEjyRo/…', 'indices': [41, 64]}]}",1,1,36085,Bait-ul Jamaat House of Community,74,432,0,1197,"Staten Island, NY","[-74.14888889, 40.625]"
